Mass	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
10.125	8.694503992635882e-13	8.790326864842324e-13	8.482457358044426e-13	8.234980622759402e-13	8.227548958968101e-13	8.710845087779584e-13	7.887518763127765e-13	8.323018923367398e-13	9.296310466214153e-13	8.216754642138835e-13	8.101372220639669e-13	8.104088147081745e-13	7.078658948063421e-13	7.787322219357518e-13	8.142644544739674e-13	8.045027860038856e-13	7.768190387821838e-13	8.305438043039459e-13	7.915622909741848e-13	7.288761066058524e-13	7.951770752273601e-13
10.15625	8.828160641752292e-13	8.609999106908017e-13	8.590884622607098e-13	8.157589187485215e-13	8.331058282476378e-13	8.75012193778113e-13	7.664852368256814e-13	8.468648417074565e-13	9.217993122284662e-13	8.246460697462765e-13	8.305095435152954e-13	7.928450647745611e-13	7.08854524557323e-13	7.774711321788252e-13	8.06594374624936e-13	7.880535959035873e-13	7.400889796838062e-13	8.351226069187867e-13	8.007232572306011e-13	7.181047206525348e-13	7.838706897120296e-13
10.1875	8.641276171179879e-13	8.57985828651292e-13	8.734607546793949e-13	8.065246604252452e-13	8.421060615319831e-13	8.820382033265795e-13	7.612005101763353e-13	8.666411772245697e-13	8.874494563694546e-13	8.184477401362855e-13	8.310475246332827e-13	7.978746786527213e-13	7.234968375270656e-13	7.748466039798896e-13	8.172668271300143e-13	7.737181663587667e-13	7.134665037586418e-13	8.295510545847096e-13	8.017730901942188e-13	7.199484064468464e-13	7.749494947660585e-13
10.21875	8.181779364256625e-13	8.636224331157183e-13	8.733352040678211e-13	8.051109150024327e-13	8.536386116204941e-13	8.826760936747613e-13	7.671062136199724e-13	8.704421189907607e-13	8.480945980215981e-13	8.063670174293658e-13	8.054098837514956e-13	8.053947591311894e-13	7.460313291608733e-13	7.702811370517704e-13	8.421301308202123e-13	7.595457466105793e-13	7.099187231997262e-13	8.051144386594933e-13	7.969477400053548e-13	7.186139704129513e-13	7.610848800146397e-13
10.25	7.758305716615288e-13	8.647694105939907e-13	8.59209188172616e-13	8.105627172065588e-13	8.69842446769159e-13	8.658852714699128e-13	7.683129306379488e-13	8.542973728604963e-13	8.208319549236898e-13	7.976736675699425e-13	7.761450987117668e-13	7.969274654247294e-13	7.697384396543328e-13	7.761130605375699e-13	8.613003973229061e-13	7.433106322292382e-13	7.266107203765526e-13	7.698189958757484e-13	7.935927848028157e-13	7.172080312457807e-13	7.423792483529645e-13
10.28125	7.609566731077433e-13	8.57791919092743e-13	8.515059317371065e-13	8.135659572243437e-13	8.773543957313334e-13	8.27619494204318e-13	7.559161087876409e-13	8.382101978655909e-13	8.078178425664773e-13	7.946205000421147e-13	7.66207843699851e-13	7.781107572504831e-13	7.950562951053453e-13	7.997151660506241e-13	8.562665008461645e-13	7.329611093412347e-13	7.497735613794243e-13	7.363275570868022e-13	8.028349578019511e-13	7.361944712701296e-13	7.315900814840182e-13
10.3125	7.715696029135521e-13	8.503075630758583e-13	8.639521389963711e-13	8.047464604421517e-13	8.591059179156868e-13	7.816284511991123e-13	7.419379780687629e-13	8.357559978279527e-13	8.041866326503888e-13	7.908076320520263e-13	7.815646459012615e-13	7.702706202906973e-13	8.225821282806245e-13	8.276715359085973e-13	8.280787080344743e-13	7.315350582237645e-13	7.707071742954485e-13	7.163443557951787e-13	8.278221858004642e-13	7.77336257428568e-13	7.4026142203934e-13
10.34375	7.908028615624674e-13	8.496331351144637e-13	8.899493555286631e-13	7.872928112391542e-13	8.20057129841123e-13	7.506069875894139e-13	7.459434545747934e-13	8.323505730142844e-13	7.997035108772699e-13	7.810444999090116e-13	8.134395934611405e-13	7.841652132321852e-13	8.495311116900328e-13	8.440235272841323e-13	7.866785022882239e-13	7.298135078041834e-13	7.914756090104946e-13	7.165130034431089e-13	8.547379384132858e-13	8.121768774009552e-13	7.650805987011178e-13
10.375	8.072381196648493e-13	8.563959003754507e-13	9.178817645186244e-13	7.797121780693528e-13	7.824494632942269e-13	7.440691400691091e-13	7.752566492415236e-13	8.126946923585343e-13	7.879856164273724e-13	7.666360493478741e-13	8.457423671982822e-13	8.080607580632226e-13	8.705555807481113e-13	8.473324038943408e-13	7.410470891436316e-13	7.255092793895246e-13	8.153548365988361e-13	7.302430687049222e-13	8.688200983306138e-13	8.211642628895566e-13	7.952816465268964e-13
10.40625	8.223872429401202e-13	8.693414369452535e-13	9.39931617781331e-13	7.958209286874907e-13	7.612171526796829e-13	7.526841563215703e-13	8.241834948893856e-13	7.922112943946347e-13	7.812748928706648e-13	7.517431772560701e-13	8.673348497745259e-13	8.228754049682818e-13	8.803696703932329e-13	8.382170283392776e-13	7.077355194951007e-13	7.306603239110032e-13	8.391472195931615e-13	7.406739067558621e-13	8.723825698289667e-13	8.183649613004162e-13	8.243960527253014e-13
10.4375	8.421797330696035e-13	8.853530430487366e-13	9.490717673560356e-13	8.221299075544808e-13	7.581869702379118e-13	7.665211239175906e-13	8.749924612985738e-13	8.001255365729099e-13	7.967308995708577e-13	7.417204871129623e-13	8.775691219715942e-13	8.211088601585426e-13	8.777351675343104e-13	8.178489894865304e-13	7.030751306667804e-13	7.501155729547349e-13	8.558292963201097e-13	7.435853148496374e-13	8.733194289262114e-13	8.212960476636222e-13	8.459965041875128e-13
10.46875	8.645084431310734e-13	8.93306641765873e-13	9.42324668816441e-13	8.327215869977089e-13	7.670315663003968e-13	7.877904058262164e-13	9.003354160298793e-13	8.441466384408181e-13	8.259721574234435e-13	7.430060256288784e-13	8.771438978795454e-13	8.051170949548159e-13	8.643970955679592e-13	8.028898726419875e-13	7.237359583162073e-13	7.680528847468782e-13	8.598150403466009e-13	7.543872753042191e-13	8.697670947181713e-13	8.254470241012002e-13	8.508389305605935e-13
10.5	8.745630630281609e-13	8.824009231633845e-13	9.216298514289067e-13	8.239020360054083e-13	7.746305224869132e-13	8.179449413787954e-13	8.873968183539804e-13	9.025491400256602e-13	8.419986713067984e-13	7.554755974449601e-13	8.663490389491935e-13	7.784175322551878e-13	8.480852738829148e-13	8.106798652512959e-13	7.52697329377966e-13	7.725737909657082e-13	8.524988440866688e-13	7.787996051007717e-13	8.592452378948512e-13	8.219654340849147e-13	8.385763871493479e-13
10.53125	8.59611156128065e-13	8.595790637437595e-13	8.899369956238967e-13	8.115019073384744e-13	7.70475100820428e-13	8.483971446378302e-13	8.534896964521033e-13	9.443962539074091e-13	8.371158584027927e-13	7.705171136546118e-13	8.526683048862282e-13	7.516314502221955e-13	8.434897745546177e-13	8.314768144834783e-13	7.805441406064095e-13	7.770148999046433e-13	8.441657203990538e-13	8.006616203370953e-13	8.486995828338451e-13	8.168165037576725e-13	8.250633791624662e-13
10.5625	8.317259641427155e-13	8.48202692978195e-13	8.523324190531922e-13	8.046176030139518e-13	7.58902435251535e-13	8.700052397253577e-13	8.222688480628848e-13	9.547622024583258e-13	8.305229334121256e-13	7.824582995419327e-13	8.430449264032469e-13	7.450822185790795e-13	8.558929931977433e-13	8.417070751325084e-13	8.059011899659574e-13	7.923488796503231e-13	8.466018684705201e-13	8.097139495358285e-13	8.406148498639465e-13	8.163721977073879e-13	8.238616494744833e-13
10.59375	8.172908422081349e-13	8.605730060853856e-13	8.124743282669766e-13	8.031256866145031e-13	7.560138496134905e-13	8.769969884851736e-13	7.98873012013146e-13	9.376696467888745e-13	8.36537816014532e-13	7.924137149402377e-13	8.360924799721836e-13	7.657175132673444e-13	8.689929743670166e-13	8.380516875079735e-13	8.206535494562073e-13	8.013878731623347e-13	8.618131165302745e-13	8.128575937349503e-13	8.25579350976352e-13	8.10258544287068e-13	8.247428890002795e-13
10.625	8.256384399947525e-13	8.781905324467543e-13	7.681507882030536e-13	8.087400107242848e-13	7.73638477499089e-13	8.654709978198061e-13	7.803392806059184e-13	9.024980741033362e-13	8.442244841568025e-13	8.003674762877e-13	8.335705715088737e-13	7.935429115028814e-13	8.608310462024371e-13	8.319459487635128e-13	8.16745434305266e-13	7.8830410081554e-13	8.795451346410577e-13	8.152072224730522e-13	8.04488582955426e-13	7.86826658515094e-13	8.119723968712245e-13
10.65625	8.463832391024384e-13	8.740913808730211e-13	7.241969610799481e-13	8.183091790986419e-13	8.064304974665648e-13	8.406765951776696e-13	7.721349601363947e-13	8.60177760183406e-13	8.358536302335851e-13	8.016311139197319e-13	8.438134089031046e-13	8.049947427396509e-13	8.30111532897776e-13	8.253678773426087e-13	8.084862532058146e-13	7.69764514716581e-13	8.884989098623119e-13	8.165290817617465e-13	7.931956957571429e-13	7.51793538446982e-13	7.925621964277596e-13
10.6875	8.633791923583212e-13	8.486073714390752e-13	7.028163858183167e-13	8.166626554693968e-13	8.376208797747364e-13	8.179305214899013e-13	7.801166938999071e-13	8.2217013145508e-13	8.108650469823564e-13	7.920228058469481e-13	8.649048274453341e-13	7.945117545642144e-13	7.966876399041756e-13	8.190032311193585e-13	8.205851362991234e-13	7.712527990387519e-13	8.865634463540994e-13	8.211523908757679e-13	7.937975905931982e-13	7.207869284070467e-13	7.84027465346171e-13
10.71875	8.606661932621107e-13	8.251146077151161e-13	7.25787973557962e-13	7.9717726560527e-13	8.564803055145787e-13	8.096364290804958e-13	8.02038828146695e-13	7.939171238827147e-13	7.845125916082496e-13	7.734498263210765e-13	8.794480985466202e-13	7.706421221650994e-13	7.79163300719532e-13	8.219419611078804e-13	8.464581574725571e-13	7.93442839642361e-13	8.757839830945968e-13	8.305369738302593e-13	7.909996984668821e-13	7.06701407462984e-13	7.909135586042781e-13
10.75	8.360511176593033e-13	8.18722531176902e-13	7.851707023269483e-13	7.773439552639927e-13	8.650469121400384e-13	8.173516659500113e-13	8.348207650339667e-13	7.761049290212763e-13	7.729128751951531e-13	7.554682790802958e-13	8.780756070164708e-13	7.481717610897942e-13	7.801205428176194e-13	8.351681434100311e-13	8.522052963484683e-13	8.180096682484927e-13	8.542002825559503e-13	8.34527542556418e-13	7.78571163703029e-13	7.117323223837513e-13	8.060898953540785e-13
10.78125	8.103086344274368e-13	8.255462828100912e-13	8.401568828662886e-13	7.784773260050004e-13	8.701893914643544e-13	8.328774410600037e-13	8.703628096018434e-13	7.720074579609104e-13	7.761028148270399e-13	7.504291784331263e-13	8.770604685223726e-13	7.429981651631279e-13	7.874731682705471e-13	8.453083068585276e-13	8.304888352538009e-13	8.299236948713928e-13	8.198716770595194e-13	8.215076297175827e-13	7.650933922867531e-13	7.244992366456371e-13	8.190530502091842e-13
10.8125	8.047851664597094e-13	8.346530389578832e-13	8.559014499746886e-13	8.040094740154047e-13	8.741549693304373e-13	8.438635532535821e-13	8.885830439508968e-13	7.813816867846546e-13	7.788874796868517e-13	7.607453621043259e-13	8.967424784504796e-13	7.5517809236883e-13	7.895693647508306e-13	8.43643677053002e-13	8.100735251863334e-13	8.284740623566711e-13	7.783635931971067e-13	7.929857400064411e-13	7.577365926554613e-13	7.32828619835757e-13	8.190064837258759e-13
10.84375	8.164286846405744e-13	8.390154348190959e-13	8.3830007822569e-13	8.411740813445145e-13	8.718864931249459e-13	8.451052900017297e-13	8.788105876691987e-13	7.897371450370227e-13	7.768771520186291e-13	7.749147460864303e-13	9.287773458308002e-13	7.610134853015815e-13	7.908912240395249e-13	8.398325979964982e-13	8.067654617277542e-13	8.264385811980468e-13	7.403890868451501e-13	7.669749709469931e-13	7.562306900479876e-13	7.390201731821699e-13	8.034304558451888e-13
10.875	8.274258556963121e-13	8.37385336852764e-13	8.125336341258116e-13	8.700308268966284e-13	8.557743272699647e-13	8.423169930646401e-13	8.538793045027859e-13	7.841990403399668e-13	7.816803844831743e-13	7.813529012169751e-13	9.415092403625147e-13	7.45597810922205e-13	8.00660807185466e-13	8.472373193638139e-13	8.03030764714302e-13	8.341415665830132e-13	7.159186980222609e-13	7.623853805205361e-13	7.579371700573712e-13	7.530830885109363e-13	7.840244837901966e-13
10.90625	8.320946470914692e-13	8.315256577913488e-13	7.85855647049416e-13	8.758780918431686e-13	8.271711223958866e-13	8.404720062277216e-13	8.285495228278761e-13	7.738043604314793e-13	7.930069903690218e-13	7.787134652381678e-13	9.1581397413526e-13	7.27598265925361e-13	8.094423026815123e-13	8.606595796288585e-13	7.808936331767102e-13	8.427263878049707e-13	7.137756097980175e-13	7.773745839753654e-13	7.602035320686262e-13	7.705746847899708e-13	7.726187853558664e-13
10.9375	8.409166917487665e-13	8.228358315889861e-13	7.599777469662061e-13	8.6409167581597e-13	7.988268792107067e-13	8.373641949104005e-13	8.059778430595521e-13	7.749720461712462e-13	7.910632869242984e-13	7.720398756058677e-13	8.601497877673558e-13	7.288158249650623e-13	8.01271538269227e-13	8.648476357807355e-13	7.496075700268168e-13	8.386642617354279e-13	7.342206270050111e-13	7.929358124963981e-13	7.618142770261793e-13	7.714932750806092e-13	7.674599887888545e-13
10.96875	8.568793461241619e-13	8.112788327414855e-13	7.552528481086229e-13	8.541288878428921e-13	7.785734405275913e-13	8.326534448911682e-13	7.887113271515256e-13	7.909634319042125e-13	7.670596471366642e-13	7.671192240460423e-13	7.95924469994963e-13	7.431991762459067e-13	7.838087817679806e-13	8.58003284306269e-13	7.337050346618856e-13	8.278604039270443e-13	7.593052163586134e-13	7.958700972560129e-13	7.684502448430941e-13	7.500209763151855e-13	7.681359888433992e-13
11.0	8.680720530417074e-13	7.987745664558843e-13	7.825596724450601e-13	8.546892577357412e-13	7.582554376051043e-13	8.294778167279582e-13	7.819755585246335e-13	8.172756633777201e-13	7.391775993376148e-13	7.676654993106491e-13	7.450640581926904e-13	7.573631392171487e-13	7.793037591109775e-13	8.44471573831912e-13	7.450611850569333e-13	8.225771409506311e-13	7.700695007877012e-13	7.882037579044765e-13	7.874217770875713e-13	7.293454577263214e-13	7.874407506255898e-13
11.03125	8.67808375073359e-13	7.909432115336956e-13	8.15128184134678e-13	8.572065583398181e-13	7.289054342746182e-13	8.249105608662544e-13	7.854675568817748e-13	8.476151096108164e-13	7.279272128644931e-13	7.729388418371841e-13	7.209503176744403e-13	7.778945131271808e-13	7.91766283612938e-13	8.204638682861309e-13	7.713556356148121e-13	8.172435709934145e-13	7.702029118650255e-13	7.817587180901364e-13	8.08311750866153e-13	7.353889632660815e-13	8.246290477721685e-13
11.0625	8.578283482857385e-13	7.92577429468283e-13	8.246376129693311e-13	8.529869519047217e-13	7.002259015675971e-13	8.119412802688741e-13	7.926449210535202e-13	8.689214712337412e-13	7.330285467163633e-13	7.796257129460971e-13	7.183817885177135e-13	8.11492149518922e-13	8.064422068500277e-13	7.901437750618134e-13	7.87997651071487e-13	8.00087426866547e-13	7.744800894354809e-13	7.913503294494639e-13	8.109079271782782e-13	7.663222812391568e-13	8.506865459452506e-13
11.09375	8.422106870416279e-13	8.027556484130338e-13	8.12425213908563e-13	8.443915055014739e-13	6.89857567771901e-13	7.927747542636754e-13	7.973918834253135e-13	8.718687664194258e-13	7.393728099387709e-13	7.841190262196374e-13	7.206971564671649e-13	8.409220585495203e-13	8.149832263042167e-13	7.712398428227907e-13	7.783984502969521e-13	7.774295530255104e-13	7.837258403017855e-13	8.182002167803071e-13	8.000627612671229e-13	7.971198571002369e-13	8.455626606881927e-13
11.125	8.349659939149712e-13	8.157367468140941e-13	7.876147108641651e-13	8.396545719997761e-13	6.989039880687942e-13	7.828933898737511e-13	7.967460784012725e-13	8.644749954940523e-13	7.361737087985265e-13	7.807867308425032e-13	7.205493255009465e-13	8.4862255026949e-13	8.225259123979811e-13	7.72961501662589e-13	7.491651071202254e-13	7.685793191117285e-13	7.878428270012561e-13	8.410677211113937e-13	8.039607391277515e-13	8.103997074099256e-13	8.233813479120722e-13
11.15625	8.471291159869998e-13	8.264742514495216e-13	7.588420994006362e-13	8.408573316798229e-13	7.143282276453333e-13	7.946045622701792e-13	7.893379960072222e-13	8.565160841862707e-13	7.291469403085393e-13	7.689364010972366e-13	7.27033559223822e-13	8.412443918554002e-13	8.337303286989894e-13	7.90203135130757e-13	7.302760826610744e-13	7.820029346294888e-13	7.869368676659272e-13	8.438858336082267e-13	8.328545101840557e-13	8.094685945841951e-13	8.046299629187181e-13
11.1875	8.647389445129439e-13	8.385106844976953e-13	7.433523198027703e-13	8.416799700781963e-13	7.28649508351803e-13	8.185951374216349e-13	7.762198544515597e-13	8.435468577989991e-13	7.346455800465168e-13	7.581365006267826e-13	7.490982660562917e-13	8.311770867928947e-13	8.407209390465242e-13	8.151471034625879e-13	7.459911594703827e-13	8.051042471590719e-13	7.930411427374551e-13	8.346914197147892e-13	8.620210665069572e-13	8.036726124004134e-13	7.926662798363182e-13
11.21875	8.66836062565074e-13	8.61679000721538e-13	7.464199072194921e-13	8.37659314741751e-13	7.434502232589457e-13	8.308129574932654e-13	7.633611082656644e-13	8.208172639842526e-13	7.575928816574984e-13	7.562875564519345e-13	7.798234172122498e-13	8.179065606218894e-13	8.253731899332539e-13	8.376867992668235e-13	7.830157962990247e-13	8.158781809874949e-13	8.086438419915853e-13	8.249939360133185e-13	8.59543501912502e-13	7.977287992504134e-13	7.852765746690915e-13
11.25	8.532906911433435e-13	8.896841054671645e-13	7.510097144863837e-13	8.295230821686594e-13	7.606653479839964e-13	8.190870399472916e-13	7.613089303935838e-13	7.960247586959179e-13	7.823593660936934e-13	7.610471497790372e-13	8.024843810294779e-13	7.996646422293863e-13	7.797213395777103e-13	8.420472977742344e-13	8.086923600388041e-13	8.022323582344837e-13	8.183682139069337e-13	8.1918207026771e-13	8.189430036886769e-13	7.930854323962011e-13	7.814801865520249e-13
11.28125	8.36206266990186e-13	8.979573811948582e-13	7.5080810709241e-13	8.210125830056259e-13	7.808067343725855e-13	7.967017887425265e-13	7.742105025652923e-13	7.805469053219494e-13	7.967537762366972e-13	7.66235545065358e-13	8.047559472111609e-13	7.794022588783478e-13	7.264466805878556e-13	8.218539238914746e-13	8.155129132755845e-13	7.725057030692761e-13	8.087708020659834e-13	8.252458503880955e-13	7.624245202189628e-13	7.90183511071435e-13	7.776090426951654e-13
11.3125	8.22629670545888e-13	8.842330622045591e-13	7.657049365221436e-13	8.2017861469455e-13	8.037268767191463e-13	7.857424021324999e-13	7.894833333084439e-13	7.81143704407794e-13	8.069594797065205e-13	7.727000463086942e-13	7.910780320738442e-13	7.55189205441098e-13	7.047740212609566e-13	7.941585757065273e-13	8.182409285718839e-13	7.496799947319388e-13	7.86653674058474e-13	8.463037670831952e-13	7.188505433269876e-13	7.885895712475555e-13	7.754074617637163e-13
11.34375	8.170814827686279e-13	8.822575374260733e-13	8.056183758292645e-13	8.302272714796888e-13	8.255508364592157e-13	7.956674598699753e-13	7.948528445676784e-13	7.98543468762819e-13	8.173127973021277e-13	7.864746722797966e-13	7.817108505642212e-13	7.285707952740805e-13	7.28042951446406e-13	7.810544203588898e-13	8.218383113801908e-13	7.518447127895234e-13	7.724865669009318e-13	8.637724324862817e-13	7.022554196142727e-13	7.841513354443774e-13	7.793922300082523e-13
11.375	8.202630740437866e-13	9.116635397987682e-13	8.434014120775601e-13	8.385262970089791e-13	8.414259957192916e-13	8.190188436306423e-13	7.982845612840295e-13	8.238545479502535e-13	8.188397334317477e-13	8.034777270599092e-13	7.85115191175717e-13	7.169579058045883e-13	7.688294987630295e-13	7.860025022336792e-13	8.240813088346288e-13	7.770062262872635e-13	7.772870346499372e-13	8.544984923634924e-13	7.095724832359429e-13	7.731971530047788e-13	7.824686536726799e-13
11.40625	8.208681130661422e-13	9.463734049891537e-13	8.477737283886511e-13	8.304235662830173e-13	8.540003556753439e-13	8.370708640126345e-13	8.091867020193488e-13	8.408180293510703e-13	8.07632769255634e-13	8.106060852934582e-13	7.864921821448823e-13	7.36969350562805e-13	7.966697505683296e-13	7.9879364841412e-13	8.286340363872213e-13	8.094909291489483e-13	7.926539199315519e-13	8.231654290494217e-13	7.31866986718871e-13	7.658463706955443e-13	7.783457038612607e-13
11.4375	8.094266359601199e-13	9.558421762423386e-13	8.28179159365755e-13	8.142030886310048e-13	8.69500218353414e-13	8.354634258717075e-13	8.173168630602745e-13	8.391563268914104e-13	7.9883029444755e-13	8.03489002762503e-13	7.7793907383647e-13	7.822037288718331e-13	8.120753960776106e-13	8.095171126314138e-13	8.375979488987884e-13	8.37509694841948e-13	8.098127745638506e-13	7.96228913964997e-13	7.614328547018989e-13	7.800845473054929e-13	7.790919602165824e-13
11.46875	7.990390575758621e-13	9.453036227055622e-13	8.200283442734435e-13	8.176224454425896e-13	8.840059218494234e-13	8.220134642411558e-13	8.13281245733849e-13	8.293011459839517e-13	8.088331979010099e-13	7.908132699033232e-13	7.728014734219302e-13	8.306220294906907e-13	8.287689111374785e-13	8.097487524255653e-13	8.500144490185269e-13	8.556892173994246e-13	8.32319890092803e-13	7.870092381609406e-13	7.924259122146782e-13	8.15519039017859e-13	8.004428825487964e-13
11.5	8.149536817950165e-13	9.357890981206984e-13	8.38655588118048e-13	8.556561492331638e-13	8.877002323319505e-13	8.192915204770224e-13	8.07716740713893e-13	8.338037291860667e-13	8.33131198578474e-13	7.852220935099241e-13	7.793681065099145e-13	8.679145184660453e-13	8.447750420199907e-13	7.986725430314534e-13	8.613600284423928e-13	8.571606423778133e-13	8.585948250115771e-13	7.890968694440614e-13	8.213896685212163e-13	8.517364873290856e-13	8.393680715756968e-13
11.53125	8.632786326068231e-13	9.358849415927462e-13	8.733906067988351e-13	9.169797083111164e-13	8.825190469900768e-13	8.410113968085331e-13	8.167162692668262e-13	8.56614583953641e-13	8.575249343077684e-13	7.949557895639559e-13	7.892557050623306e-13	8.913645646244084e-13	8.475840472185747e-13	7.949251066424745e-13	8.61680735445014e-13	8.421631989864731e-13	8.749740840717501e-13	8.004182169493723e-13	8.453948804020006e-13	8.746548949521704e-13	8.768402128510322e-13
11.5625	9.276767722055101e-13	9.476297784666299e-13	9.089111299535879e-13	9.82180699618529e-13	8.844089740070449e-13	8.848784877578397e-13	8.498455303200536e-13	8.841964161711291e-13	8.817730074751895e-13	8.210241297587628e-13	8.041915657702736e-13	9.023054655873941e-13	8.365400928390943e-13	8.204037492756666e-13	8.555416032736407e-13	8.268788757002932e-13	8.767008386617592e-13	8.224119627496529e-13	8.671883198509145e-13	8.869850383688704e-13	9.037083147783731e-13
11.59375	9.968161279044763e-13	9.735994562637407e-13	9.350301565999586e-13	1.0384114358316654e-12	9.062893122600835e-13	9.391526185204002e-13	9.092287469800175e-13	9.13924751849704e-13	9.17383898881019e-13	8.603935164157306e-13	8.443481374145745e-13	9.116476020268327e-13	8.316616709538871e-13	8.71434163978585e-13	8.681423093424845e-13	8.274896609941629e-13	8.768980008268257e-13	8.411050718762358e-13	9.0188951142392e-13	8.955094153197118e-13	9.318546368569658e-13
11.625	1.0674256617493327e-12	1.0095307836216483e-12	9.571875627181758e-13	1.0798984319618232e-12	9.437975574677626e-13	9.941806492635985e-13	9.816138787227535e-13	9.525944486346583e-13	9.662656959286142e-13	9.101959637380919e-13	9.148849212936572e-13	9.373330020143178e-13	8.612604986829586e-13	9.240701736787371e-13	9.117682737286303e-13	8.480387616097151e-13	8.923126452141383e-13	8.488417217386579e-13	9.578841626139978e-13	9.059882835268929e-13	9.709043465033762e-13
11.65625	1.1260149713684942e-12	1.0494232436167317e-12	9.98070549818042e-13	1.1060075381583157e-12	9.849823864524487e-13	1.0537206957678125e-12	1.0437425663339939e-12	9.985223368633167e-13	1.0151579013170653e-12	9.692604791694537e-13	9.93215492489652e-13	9.849103954281957e-13	9.33730415035583e-13	9.59755170303056e-13	9.671054105112042e-13	8.898861465420072e-13	9.31733856734951e-13	8.689905891222371e-13	1.019053548143023e-12	9.277097319515537e-13	1.0134898562746963e-12
11.6875	1.1663238734180292e-12	1.096599048545921e-12	1.0665803093154458e-12	1.1191132655991032e-12	1.0305728709650297e-12	1.124532650158272e-12	1.083030800458351e-12	1.0431057059778759e-12	1.0532793170633936e-12	1.0358597660187208e-12	1.0604130420976965e-12	1.0436939940766665e-12	1.019532114981958e-12	9.772394482174263e-13	1.012448913768893e-12	9.518178346185069e-13	9.921309650565147e-13	9.222950094617266e-13	1.0671450702270935e-12	9.675204431028317e-13	1.0530095675628792e-12
11.71875	1.2079466116601822e-12	1.1536967128161768e-12	1.1405621455976012e-12	1.1254248401260103e-12	1.091955193800731e-12	1.198697499767143e-12	1.1022324546139384e-12	1.0832400514776408e-12	1.0842598520410807e-12	1.102826380564026e-12	1.1177601812878413e-12	1.1007201010035383e-12	1.081743960899828e-12	9.932446575280918e-13	1.055106739825118e-12	1.0177264846839007e-12	1.0559644521637712e-12	9.96598311688024e-13	1.1024793274486133e-12	1.0210851261738263e-12	1.0941340064865579e-12
11.75	1.2615644206376286e-12	1.2085613542919815e-12	1.197807261363315e-12	1.1382952956953685e-12	1.1682782562541516e-12	1.2603036019312452e-12	1.1139858566849847e-12	1.1268598901215121e-12	1.1230634477943369e-12	1.1627277916523293e-12	1.1684840378264894e-12	1.146262013258792e-12	1.1230017566907224e-12	1.0317479292795695e-12	1.1182016684124774e-12	1.0708539090187319e-12	1.0997038783072677e-12	1.070811191453136e-12	1.1292997786904735e-12	1.0766788936106275e-12	1.1364754623488516e-12
11.78125	1.3101803713125304e-12	1.2470442430426165e-12	1.2389353865743802e-12	1.1701831994712086e-12	1.2378160562515061e-12	1.3029466828379244e-12	1.1381669261581462e-12	1.1866483273434425e-12	1.1857212260657501e-12	1.217620297123967e-12	1.213071526909304e-12	1.1747611347243114e-12	1.1688936494072544e-12	1.0996864226522907e-12	1.20087511983058e-12	1.1187320601152573e-12	1.1163703425229321e-12	1.136779689478451e-12	1.1493827807920742e-12	1.1255201414969718e-12	1.1700401932046578e-12
11.8125	1.3472792759899876e-12	1.276690125145974e-12	1.2721778925445237e-12	1.2167159640918968e-12	1.2783257525433855e-12	1.3326983830733163e-12	1.1849194585591971e-12	1.2610239458546446e-12	1.2689787371941708e-12	1.2669327392744734e-12	1.2591642138681802e-12	1.1922481231441129e-12	1.2143206362322245e-12	1.178808136173548e-12	1.2702843334502778e-12	1.1749446901521132e-12	1.121106679713435e-12	1.1917794225449474e-12	1.1705392514646529e-12	1.1663528216160346e-12	1.1932952456022994e-12
11.84375	1.3874868051363953e-12	1.3176877124154718e-12	1.3062897118165662e-12	1.2600789552411062e-12	1.2917016631655565e-12	1.35553211450673e-12	1.239700399627286e-12	1.3233348878510798e-12	1.342266033564632e-12	1.2959417610217128e-12	1.3075963922748457e-12	1.2060830849661142e-12	1.2318448127865422e-12	1.2500214622082617e-12	1.303425466517294e-12	1.2268465323511668e-12	1.1243960406845388e-12	1.2352799989498453e-12	1.1969375143805472e-12	1.2002849885880962e-12	1.215459807454855e-12
11.875	1.4289857274904505e-12	1.3692595234732208e-12	1.3535568065686787e-12	1.2910046295888655e-12	1.301613873107288e-12	1.3692719917982044e-12	1.2804992526385672e-12	1.3507923078692752e-12	1.376351506723883e-12	1.296262034343465e-12	1.3387170061732179e-12	1.205497615792972e-12	1.2263095270151347e-12	1.310036714524676e-12	1.3098659526825096e-12	1.2562992096273873e-12	1.1213959448530542e-12	1.2720275137032e-12	1.2233693875637885e-12	1.2254785944701418e-12	1.2406693511088362e-12
11.90625	1.449343900103428e-12	1.4104252704996711e-12	1.4071399210766056e-12	1.315034778119617e-12	1.3266865904471015e-12	1.3710844525699484e-12	1.3047717203548692e-12	1.3542992682163968e-12	1.3722868327792348e-12	1.2826788242659148e-12	1.3364190396686348e-12	1.1800718822257972e-12	1.2345711475694743e-12	1.3546690895774316e-12	1.3005628475212805e-12	1.2784966228057693e-12	1.1182164135620232e-12	1.3001941103624182e-12	1.2436496060405644e-12	1.2398992423057198e-12	1.262415194082378e-12
