Mass	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
22.625	8.045093454270291e-13	7.934846898462189e-13	8.338704076196746e-13	8.233615612224243e-13	7.940244056876822e-13	8.260626340947375e-13	8.423613911436034e-13	7.896861333248073e-13	7.344208249361606e-13	7.490528921953732e-13	7.906150235360843e-13	6.840229337806703e-13	6.823999373385681e-13	7.530957736763544e-13	7.506450430856682e-13	6.609186939052214e-13	6.883176754263198e-13	7.471848118521807e-13	7.143170603629567e-13	7.821762985568692e-13	7.077688587119046e-13
22.65625	8.08273803790116e-13	8.090400094654115e-13	8.493427857726721e-13	8.113785251312455e-13	8.231583275251919e-13	8.102403296905702e-13	8.773826934080353e-13	7.903465208680682e-13	7.75422369543588e-13	7.601482919679381e-13	8.14565483207158e-13	6.917447300733293e-13	7.03235050487222e-13	7.605766602462871e-13	7.456386853441077e-13	6.808331025690006e-13	7.170227410945029e-13	7.642289578946304e-13	7.343561522765718e-13	8.002824748373771e-13	7.35293228214251e-13
22.6875	8.195044035735899e-13	8.439837370644021e-13	8.51418870302656e-13	7.919790040791796e-13	8.239926210969195e-13	8.18028967047163e-13	9.154805819672207e-13	7.886102795090499e-13	8.144525635508937e-13	7.774136152535749e-13	8.27881654289625e-13	6.997630556601631e-13	7.371980088009822e-13	7.658689763108406e-13	7.435711660112865e-13	6.941334442997493e-13	7.482760613387873e-13	7.721653177972243e-13	7.62168540086039e-13	8.180068493228443e-13	7.645800225580812e-13
22.71875	8.239259968734203e-13	8.790010819909044e-13	8.373420229759732e-13	7.857541115159627e-13	7.974748791016173e-13	8.367658779415144e-13	9.417787730225946e-13	7.934574763716895e-13	8.327894580537065e-13	7.943876134154648e-13	8.397604985520279e-13	7.094237849079865e-13	7.71831925629185e-13	7.724148469272218e-13	7.394153648740409e-13	6.974364662182264e-13	7.657647844820648e-13	7.854607264080882e-13	7.842888664899572e-13	8.33695037918275e-13	7.712770851674156e-13
22.75	8.191682466900108e-13	8.911239259522252e-13	8.240096430710275e-13	8.06886838160964e-13	7.750606796988468e-13	8.529654847017065e-13	9.315299183063064e-13	8.030285420998484e-13	8.37708808570925e-13	8.094357974684774e-13	8.608753900712918e-13	7.229881298677354e-13	8.009824357599338e-13	7.865510001127396e-13	7.381073291630458e-13	7.091004216100427e-13	7.700079723144126e-13	8.086198811235734e-13	7.932149945558131e-13	8.498832063455475e-13	7.511222546718876e-13
22.78125	8.15631145522494e-13	8.791884321263099e-13	8.283728520838696e-13	8.44964723190067e-13	7.802340045749701e-13	8.656363928612187e-13	8.794409428122818e-13	8.051017534940752e-13	8.445911071214285e-13	8.220326546196088e-13	8.789122858329779e-13	7.441481241973746e-13	8.209810869325151e-13	8.11158432090231e-13	7.504715707380705e-13	7.436612090017114e-13	7.723468132408984e-13	8.358888125940822e-13	7.958962807384784e-13	8.604781383952931e-13	7.351619855412717e-13
22.8125	8.156159124819706e-13	8.630628763744985e-13	8.435146027843676e-13	8.705945036061036e-13	7.997991375088831e-13	8.70976793292122e-13	8.154703583403144e-13	7.913288080363401e-13	8.527591068181739e-13	8.269898980027557e-13	8.755546743351161e-13	7.758068276339514e-13	8.314785492069543e-13	8.32298693940331e-13	7.711749533227674e-13	7.876048446243955e-13	7.764913928856587e-13	8.560173511869273e-13	7.970795789895291e-13	8.486743209232261e-13	7.511268083210121e-13
22.84375	8.15849449629924e-13	8.576938530062417e-13	8.454747318920042e-13	8.694734385597536e-13	8.060681571005202e-13	8.627446088267654e-13	7.815629111777855e-13	7.673453886192227e-13	8.578485686562554e-13	8.248303299054904e-13	8.584221658156088e-13	8.084049380428782e-13	8.389047919873938e-13	8.30029567213536e-13	7.851846885349734e-13	8.164595844024902e-13	7.782183101059936e-13	8.577973401036054e-13	7.912910778007376e-13	8.194993620334878e-13	7.890809858822345e-13
22.875	8.252975126216144e-13	8.584468314150329e-13	8.202181338637371e-13	8.596686188432068e-13	7.967226596343469e-13	8.471356754101433e-13	7.930540447433077e-13	7.495589435593808e-13	8.605768550030979e-13	8.277389732837259e-13	8.477092183593882e-13	8.250579039414951e-13	8.529415238336946e-13	8.07956240973795e-13	7.932430211819719e-13	8.260537978470317e-13	7.738089682907123e-13	8.361008283289117e-13	7.786892333196127e-13	8.073636160663145e-13	8.232729276948236e-13
22.90625	8.52618268955968e-13	8.564032729502236e-13	7.812455109917904e-13	8.570118898397483e-13	7.935802622677235e-13	8.398371516456227e-13	8.300316814077724e-13	7.528093274623837e-13	8.588224532576905e-13	8.433104475152886e-13	8.438838278342076e-13	8.269881090691711e-13	8.769440794191563e-13	7.919412738435772e-13	8.064040429335562e-13	8.294582468787448e-13	7.604146804417178e-13	8.006581508901434e-13	7.698593281965649e-13	8.310986447657154e-13	8.417282712849805e-13
22.9375	8.883468505076209e-13	8.561607369242386e-13	7.639789950837639e-13	8.49603373764829e-13	8.073992321076806e-13	8.453486933894527e-13	8.688258988122366e-13	7.767051433439642e-13	8.52222806213554e-13	8.661108397318984e-13	8.293158911334975e-13	8.333737888145676e-13	9.017881385207926e-13	7.956088045324439e-13	8.225518790400121e-13	8.317455882020375e-13	7.477823156694374e-13	7.735712027542863e-13	7.703278119552959e-13	8.645476912497174e-13	8.434708010165992e-13
22.96875	9.193489068984317e-13	8.701381087015958e-13	7.872193565419683e-13	8.350998386731645e-13	8.265393035798707e-13	8.525157576405595e-13	9.03890840214111e-13	8.03300568424925e-13	8.444968357425309e-13	8.858918915284619e-13	7.96917707605177e-13	8.482809181649398e-13	9.164919257537152e-13	8.098692072869285e-13	8.277772456204147e-13	8.269896811623212e-13	7.588495261855177e-13	7.677231246561167e-13	7.743638629625904e-13	8.676569662399714e-13	8.337647521179659e-13
23.0	9.412191078611576e-13	8.97202397012048e-13	8.249199392150464e-13	8.408122830795561e-13	8.348181087386441e-13	8.550073084430398e-13	9.29076477210189e-13	8.109689677605891e-13	8.344659598730209e-13	8.967519110093802e-13	7.609749419143497e-13	8.533429496880574e-13	9.20333579311483e-13	8.239039875693188e-13	8.169029146708195e-13	8.134183430985598e-13	7.927158278756008e-13	7.764735035498127e-13	7.751306107389722e-13	8.331402516666142e-13	8.244896193727869e-13
23.03125	9.493848849434494e-13	9.173277372084843e-13	8.444276636439263e-13	8.73732564164037e-13	8.255598353372473e-13	8.566463510772948e-13	9.28285226464709e-13	7.950175890877875e-13	8.208008383213394e-13	9.008456957823596e-13	7.37089968054494e-13	8.434236924322047e-13	9.140649391906064e-13	8.369756710618903e-13	8.011551491660107e-13	7.942863489325547e-13	8.170684181324495e-13	7.89635826344004e-13	7.70398772987485e-13	7.883119070711819e-13	8.238240818692066e-13
23.0625	9.417879887410607e-13	9.148444805526235e-13	8.514227192203683e-13	8.971210276390029e-13	8.059378359993874e-13	8.520234214340339e-13	9.032214537928185e-13	7.725997033976306e-13	8.120662887793617e-13	9.003580216451756e-13	7.293806942969272e-13	8.409718234292374e-13	8.934238982308274e-13	8.543602023763919e-13	7.954069260879271e-13	7.735580296978906e-13	8.159883359282194e-13	8.013279709923049e-13	7.60336455254973e-13	7.63485683095283e-13	8.304224820808448e-13
23.09375	9.290292059954686e-13	8.993159949371998e-13	8.642034570599533e-13	8.874057630219034e-13	7.919966223644825e-13	8.284728155241727e-13	8.797412126039517e-13	7.622344053680175e-13	8.163260649049486e-13	8.87350848181867e-13	7.371878715106694e-13	8.583490905891833e-13	8.625924410518571e-13	8.811517596303553e-13	8.018218792919807e-13	7.605142644112606e-13	8.113094072427496e-13	8.000085511584987e-13	7.507763399687561e-13	7.693721961604671e-13	8.388358367292237e-13
23.125	9.229972472088455e-13	8.914498371252744e-13	8.750945389331133e-13	8.722685117604212e-13	7.905508929775817e-13	7.922166611953885e-13	8.747735066698403e-13	7.657918353262683e-13	8.310417241516599e-13	8.528526734656594e-13	7.595780016252107e-13	8.738722636139618e-13	8.355405126461712e-13	9.138862626725808e-13	8.104892625093729e-13	7.634951156541836e-13	8.260403537400929e-13	7.805027782935292e-13	7.524003664029222e-13	7.94095854610849e-13	8.430708930452779e-13
23.15625	9.21323781155614e-13	8.925318708934149e-13	8.676315416990266e-13	8.8365810979249e-13	7.916571586642773e-13	7.683727243877614e-13	8.802793563522648e-13	7.751359233296173e-13	8.549195964872858e-13	8.073468109326409e-13	7.960774509215007e-13	8.660191704382147e-13	8.174511414993368e-13	9.363025762695876e-13	8.129719770641475e-13	7.783463001724555e-13	8.49610583709276e-13	7.641803856373031e-13	7.694979094023668e-13	8.178406953399109e-13	8.383752676463518e-13
23.1875	9.136175973742389e-13	8.850162898539626e-13	8.476645492298818e-13	9.089606237827619e-13	7.89801600856177e-13	7.739879700693897e-13	8.775922154778681e-13	7.868933911588105e-13	8.900431932266917e-13	7.753454996095588e-13	8.421746373193928e-13	8.452003745322567e-13	8.052926272865413e-13	9.313219683296237e-13	8.112580702698824e-13	7.929234525916318e-13	8.571041554446268e-13	7.7417000761415e-13	7.99314228087239e-13	8.32715515465543e-13	8.249197223746119e-13
23.21875	8.948387820659209e-13	8.611963681244561e-13	8.306224089614511e-13	9.113337254978982e-13	7.958996959753217e-13	8.067673048714474e-13	8.550643374773126e-13	7.996023006044684e-13	9.235150621664245e-13	7.667985712535297e-13	8.811415681299339e-13	8.320079109176703e-13	8.017673981328133e-13	8.996165899895214e-13	8.189738492404841e-13	7.960308844381925e-13	8.487780248610244e-13	8.046704036597518e-13	8.366197274886633e-13	8.44523940796843e-13	8.067156426379285e-13
23.25	8.66413169507696e-13	8.304245962750811e-13	8.179350751390257e-13	8.741228769461318e-13	8.119927798720672e-13	8.533380707782812e-13	8.189902749033973e-13	8.027086482488566e-13	9.304095037812599e-13	7.706866828743886e-13	8.929539507991635e-13	8.279711009688551e-13	8.070152619082949e-13	8.586231768983876e-13	8.448352152405636e-13	7.824704968163732e-13	8.392941831976419e-13	8.367376886850297e-13	8.671607269056247e-13	8.552787926670302e-13	7.827379152822167e-13
23.28125	8.314393552984189e-13	8.04230759678809e-13	8.135000919423652e-13	8.135597772719605e-13	8.151521992127986e-13	8.948352041987517e-13	7.874414011468933e-13	7.870962453852826e-13	9.024218546906104e-13	7.717811849675127e-13	8.769956874425666e-13	8.221760945670287e-13	8.102278613655867e-13	8.217769997473368e-13	8.68708533927065e-13	7.610118589983228e-13	8.237995789001085e-13	8.554853873909973e-13	8.723879366297205e-13	8.543736464833307e-13	7.474706617549565e-13
23.3125	7.939406510698577e-13	7.922222448365768e-13	8.323583250598177e-13	7.582350546042615e-13	7.889129345454993e-13	9.126103735559998e-13	7.689652408750247e-13	7.609253938750671e-13	8.57025496577013e-13	7.644679702635548e-13	8.527509210917716e-13	8.074775115045341e-13	8.047696081585343e-13	7.900849570939561e-13	8.593955083159577e-13	7.53041726198056e-13	7.916954852110747e-13	8.488904566263111e-13	8.521772155122009e-13	8.367040242075741e-13	7.097848242314242e-13
23.34375	7.605405021038347e-13	7.936976813630037e-13	8.661153391709142e-13	7.227556769219545e-13	7.512683509146301e-13	9.004018234129441e-13	7.557024667495527e-13	7.403921226112331e-13	8.152758524705706e-13	7.555452574345423e-13	8.313888856872897e-13	7.81444245250007e-13	7.953374287286707e-13	7.609723398291357e-13	8.204768787122008e-13	7.666810979481409e-13	7.543721506839129e-13	8.219563809967745e-13	8.262615851933885e-13	8.154685694067298e-13	6.954121523419787e-13
23.375	7.396581177404604e-13	7.870661045648875e-13	8.777225365790009e-13	7.03557383793102e-13	7.287417739566815e-13	8.676415705691221e-13	7.396405536652662e-13	7.355133754653742e-13	7.822950186947564e-13	7.528269999577952e-13	8.020871293534793e-13	7.477456696360074e-13	7.846027430188918e-13	7.343871062485963e-13	7.9025897154264e-13	7.792305212542261e-13	7.27716010281293e-13	8.015785301143663e-13	8.058589602913391e-13	8.002579176581703e-13	7.145162283020423e-13
23.40625	7.36952328588697e-13	7.571988825880172e-13	8.452677034871681e-13	6.931006875203483e-13	7.228595977001873e-13	8.277638015134758e-13	7.257504059526854e-13	7.477716362780384e-13	7.510723271618447e-13	7.527166823867448e-13	7.552822841976059e-13	7.208545826226098e-13	7.689531520208015e-13	7.174523562053503e-13	7.925853441441422e-13	7.675565912024229e-13	7.095510702430363e-13	8.050256967116753e-13	7.818839976511671e-13	7.806406345997607e-13	7.447745762126368e-13
23.4375	7.512328975035898e-13	7.27388635435311e-13	7.832797453179163e-13	6.879955589608744e-13	7.183357099253829e-13	7.869973119370433e-13	7.2630465010326e-13	7.66619190004092e-13	7.163854470575159e-13	7.464450064997852e-13	7.025280964606528e-13	7.11368626764991e-13	7.526029495788511e-13	7.227704220715003e-13	8.085508716552947e-13	7.429084474333547e-13	6.940275177474975e-13	8.194670528087478e-13	7.442755721627503e-13	7.49185652751394e-13	7.58616043247673e-13
23.46875	7.745827091711066e-13	7.291681364610114e-13	7.216935924737877e-13	6.88774449801588e-13	7.068105324116447e-13	7.442240183494486e-13	7.454654298369445e-13	7.739840669415687e-13	6.807979202085035e-13	7.348297317855135e-13	6.633005234478462e-13	7.071044054104969e-13	7.494472707356148e-13	7.490109877814066e-13	8.062522546294082e-13	7.312714886756333e-13	6.856070615748888e-13	8.221131024208073e-13	6.956394553274403e-13	7.23063644549049e-13	7.501078751193102e-13
23.5	7.946342151995966e-13	7.509393497653893e-13	6.819885910343271e-13	7.003630531424165e-13	6.949148288054596e-13	6.983873657336048e-13	7.681765922147588e-13	7.6664645768873e-13	6.519178643096812e-13	7.274233841149391e-13	6.456446163295715e-13	6.93985884384074e-13	7.589498690965812e-13	7.724681354639995e-13	7.830162841900024e-13	7.36144055869109e-13	6.898203254272761e-13	8.020006642302235e-13	6.464634058102325e-13	7.231204025327786e-13	7.305911518123986e-13
23.53125	8.024226899258635e-13	7.553092266215922e-13	6.709272894200868e-13	7.233586017500737e-13	6.970939667519382e-13	6.545327431092818e-13	7.723702862179327e-13	7.596185507864617e-13	6.401590954378811e-13	7.272081157735921e-13	6.44158012520768e-13	6.85621752514326e-13	7.604467186159147e-13	7.746648374856724e-13	7.601720902056242e-13	7.418889721305666e-13	7.060450314677613e-13	7.621598664686591e-13	6.130445543567342e-13	7.418617586560372e-13	7.153654838637502e-13
23.5625	8.021217154027815e-13	7.337125698669844e-13	6.797590376868279e-13	7.457666754105696e-13	7.195837350461309e-13	6.239742338272347e-13	7.56271889730542e-13	7.573095254197193e-13	6.545166427070204e-13	7.243883227633918e-13	6.465430404598016e-13	6.988975912759765e-13	7.445537784402101e-13	7.659722465677699e-13	7.480348263554093e-13	7.379296284269754e-13	7.299946237770971e-13	7.183382035903796e-13	6.114709433235888e-13	7.51525903140704e-13	7.165054140279015e-13
23.59375	8.043140264056559e-13	7.099654523133603e-13	6.888859057849195e-13	7.589707399884016e-13	7.469043829602673e-13	6.176381563312294e-13	7.37137293479323e-13	7.463048191588828e-13	6.921637742129949e-13	7.095040700788591e-13	6.42518536205644e-13	7.20206446563898e-13	7.246619753917272e-13	7.634299008935086e-13	7.387509657827418e-13	7.25606749164831e-13	7.503133314309962e-13	6.903651370189501e-13	6.367606637282253e-13	7.410967456031314e-13	7.311476727875355e-13
23.625	8.078209325426688e-13	7.069053458916286e-13	6.870570735603709e-13	7.68073105117395e-13	7.531373528296692e-13	6.332874762787766e-13	7.260881891395232e-13	7.216313592690871e-13	7.390753048626408e-13	6.857870391355214e-13	6.344811828706831e-13	7.279714483131305e-13	7.106684490019999e-13	7.603766791555722e-13	7.252352472904289e-13	7.133535298922689e-13	7.475094219826228e-13	6.81424318013657e-13	6.626519537082654e-13	7.261717269169132e-13	7.382683331856599e-13
23.65625	8.019711739311319e-13	7.291357730261627e-13	6.80430213041705e-13	7.735851347522027e-13	7.344811065769508e-13	6.543104816639222e-13	7.234898986331617e-13	6.960292802185575e-13	7.835696067687303e-13	6.645889350995193e-13	6.39694081126102e-13	7.26874994656096e-13	6.999060619267139e-13	7.400228433512845e-13	7.090605771802039e-13	7.064491136174467e-13	7.158307150159637e-13	6.740816672207162e-13	6.729220045770257e-13	7.224941131478424e-13	7.261254314841481e-13
23.6875	7.883491494158068e-13	7.64893140145495e-13	6.788020666392836e-13	7.668218816002381e-13	7.147712868631195e-13	6.700096749114037e-13	7.311588942800207e-13	6.82773499197098e-13	8.167921092087915e-13	6.533381149455286e-13	6.714678184131795e-13	7.326762352204141e-13	6.917409895758342e-13	7.050606301052531e-13	6.949786341033104e-13	6.972873884195097e-13	6.790520836602587e-13	6.577002939663068e-13	6.778455292726082e-13	7.268046841452103e-13	7.150966017249738e-13
23.71875	7.81304003698996e-13	7.974980810281085e-13	6.866474077694973e-13	7.499484431898462e-13	7.12362298056074e-13	6.849556186995509e-13	7.49323021166648e-13	6.859368216656503e-13	8.237436882781168e-13	6.511328477266931e-13	7.156037372911539e-13	7.413749518805912e-13	6.877017401721308e-13	6.75592611368292e-13	6.847701117078386e-13	6.759881825309233e-13	6.626241439225411e-13	6.473204134174737e-13	6.941316011560561e-13	7.226086591073655e-13	7.290826471197109e-13
23.75	7.861797150787719e-13	8.183813869633294e-13	7.031043499153289e-13	7.373450266155712e-13	7.220880794342466e-13	7.01218868127268e-13	7.662375508393771e-13	7.021607145545061e-13	7.969679061657631e-13	6.579927575023348e-13	7.410323439940858e-13	7.38671873234259e-13	6.852740488776099e-13	6.664672611532418e-13	6.75160773642991e-13	6.471852134065648e-13	6.64028023105584e-13	6.613713483122341e-13	7.187863043482678e-13	6.982026176834133e-13	7.549120833658107e-13
23.78125	7.933074770011261e-13	8.238317797046313e-13	7.19091290419388e-13	7.383348489889419e-13	7.321646002152182e-13	7.089847914483471e-13	7.677130957860212e-13	7.18384607443362e-13	7.564996806069813e-13	6.818582157230857e-13	7.345927794007168e-13	7.253973897253241e-13	6.831938443793706e-13	6.729836414705315e-13	6.639443226978681e-13	6.259017284494794e-13	6.699711857342805e-13	6.931549518390812e-13	7.338523777371264e-13	6.630560358579507e-13	7.610085521816967e-13
23.8125	7.905637407733257e-13	8.072676641740495e-13	7.24393635354037e-13	7.520611195431515e-13	7.418070064463267e-13	7.038763560722472e-13	7.5255058261392e-13	7.179539623404507e-13	7.313078094484116e-13	7.227709641725866e-13	7.108694058746701e-13	7.129936289811123e-13	6.842119644294431e-13	6.774952235506781e-13	6.562113591228325e-13	6.225365275364103e-13	6.789598722654888e-13	7.212633268416369e-13	7.334126253359663e-13	6.424447020376978e-13	7.455184473231791e-13
23.84375	7.7630219960656e-13	7.730579956559402e-13	7.244523449016771e-13	7.696446561664128e-13	7.570661762421049e-13	6.975334481025552e-13	7.296956550280342e-13	7.008870480523788e-13	7.282353973320221e-13	7.592688955858351e-13	6.914993751216958e-13	7.055310112177859e-13	6.919964276076718e-13	6.696461419229693e-13	6.583949965083269e-13	6.363131592815319e-13	6.91428793560267e-13	7.374107834773325e-13	7.320931512920514e-13	6.502293820563609e-13	7.321005238668243e-13
23.875	7.663272685691502e-13	7.445631567890021e-13	7.349021022805269e-13	7.766524511183814e-13	7.740998597335902e-13	7.02766566728491e-13	7.102670231476371e-13	6.852913961123697e-13	7.35532023742741e-13	7.70479003948249e-13	6.864717670175546e-13	6.989400920011379e-13	7.101654876141839e-13	6.570135061001459e-13	6.70864785164843e-13	6.573212026766972e-13	7.018578426776223e-13	7.478273100595956e-13	7.434822614331427e-13	6.745271116832818e-13	7.300055200089306e-13
23.90625	7.804188068352702e-13	7.394529324793175e-13	7.550794299711339e-13	7.650685640570032e-13	7.791024227675469e-13	7.203765036746523e-13	7.027411421875462e-13	6.805471984561162e-13	7.425340182130868e-13	7.639199060653634e-13	6.934822724749545e-13	6.927102121079276e-13	7.399239099030452e-13	6.548420117789833e-13	6.899167652105187e-13	6.7192844170616e-13	7.070839139894369e-13	7.554996125230806e-13	7.571454856310222e-13	6.963795317303789e-13	7.312361978949189e-13
23.9375	8.132214519840364e-13	7.509561548990629e-13	7.702063271018689e-13	7.447057835847926e-13	7.707788942691585e-13	7.429424371714621e-13	7.062136249055828e-13	6.754939489705958e-13	7.456666035500492e-13	7.640829700721052e-13	7.049637024310329e-13	6.917723772287276e-13	7.756127554450765e-13	6.679462213367293e-13	7.129546519130114e-13	6.744100178486534e-13	7.071179037275444e-13	7.539571723023941e-13	7.493778275864671e-13	7.13118041180405e-13	7.329046766181568e-13
23.96875	8.327653345553687e-13	7.666304114965772e-13	7.788999480118353e-13	7.302483270854587e-13	7.640269710298964e-13	7.62567905956274e-13	7.136585701734977e-13	6.640545318487012e-13	7.471870344666343e-13	7.791723538076722e-13	7.152286575495825e-13	6.98059828257297e-13	8.017088512154991e-13	6.891089261717998e-13	7.383880291055023e-13	6.759355987255578e-13	7.040210428521654e-13	7.370079481601455e-13	7.185313542074079e-13	7.343445513133262e-13	7.352831993441555e-13
24.0	8.170944931946977e-13	7.847855395051728e-13	7.920697518010167e-13	7.184350770544912e-13	7.634070784377778e-13	7.727579969148135e-13	7.254794638297812e-13	6.645290329294895e-13	7.533406949471189e-13	7.916387272273451e-13	7.263375014290863e-13	7.104663537170486e-13	8.008175828196074e-13	7.123080337373411e-13	7.581487521113317e-13	6.880392523084256e-13	7.080281998715632e-13	7.083272770408433e-13	6.921337418128171e-13	7.622766892527444e-13	7.357264754023762e-13
24.03125	7.815585743690956e-13	7.99581863393517e-13	8.098719177923597e-13	6.982314032510928e-13	7.559766614789742e-13	7.678849418303602e-13	7.492589990283627e-13	6.931284973060725e-13	7.67120850349301e-13	7.796915782280756e-13	7.413300659106503e-13	7.250102211295295e-13	7.756678871255474e-13	7.335218044947356e-13	7.585083819719451e-13	7.005443317456561e-13	7.288494352324093e-13	6.809402217436422e-13	6.914080310886639e-13	7.887852697396891e-13	7.368042807820441e-13
24.0625	7.600665431241327e-13	7.97555435323033e-13	8.200619003306819e-13	6.774902362206847e-13	7.397694653035747e-13	7.471827518680529e-13	7.825230806217387e-13	7.349818995604218e-13	7.812224716956251e-13	7.433591502764569e-13	7.533593974345942e-13	7.285200546124082e-13	7.530598323743365e-13	7.421110167354916e-13	7.388879005171267e-13	6.993578350981966e-13	7.560066396690435e-13	6.676546251624393e-13	7.053432816116201e-13	8.077189633283466e-13	7.415701624817472e-13
24.09375	7.64850585210225e-13	7.771943895742983e-13	8.158060815430246e-13	6.754359983644764e-13	7.334744790699066e-13	7.177847725914344e-13	8.085987933913186e-13	7.689117354978126e-13	7.834563618518142e-13	7.061747020475906e-13	7.516853892802766e-13	7.130496822334298e-13	7.498723864074464e-13	7.260550125530452e-13	7.195206886898009e-13	6.921012699577511e-13	7.693264428287883e-13	6.718513549316962e-13	7.130275645091111e-13	8.146997074361118e-13	7.447427006687657e-13
24.125	7.80624154726739e-13	7.480182380621703e-13	8.019468335923596e-13	6.96599841611828e-13	7.485106826889132e-13	6.924620382306457e-13	8.179061269410204e-13	7.992401228687496e-13	7.710887592500548e-13	6.883526409463825e-13	7.349845558557444e-13	6.966745431415122e-13	7.490352196999617e-13	6.890387240811313e-13	7.181835421504745e-13	6.911477141470501e-13	7.685253258435387e-13	6.88723654929807e-13	7.150553478323107e-13	8.019344194774847e-13	7.403656138681158e-13
24.15625	7.928694051133334e-13	7.171295350084927e-13	7.853338747539074e-13	7.308836153484266e-13	7.734083013778703e-13	6.844613851392234e-13	8.220134642411558e-13	8.318619230951452e-13	7.531105730360088e-13	6.844705466475809e-13	7.152848192221173e-13	7.006198464269697e-13	7.276362672115066e-13	6.536540514585909e-13	7.296564069093903e-13	6.941072066071752e-13	7.677176494351456e-13	7.119932356365599e-13	7.222609012605408e-13	7.683363494048745e-13	7.271104291578512e-13
24.1875	8.002925037074726e-13	6.957355156399225e-13	7.699655800094685e-13	7.650999517098966e-13	7.889693130584685e-13	6.978919937609962e-13	8.360683022637372e-13	8.485500171441507e-13	7.367750615334956e-13	6.748816457936846e-13	7.098743793308715e-13	7.147107341717862e-13	6.919423801293734e-13	6.403260625724438e-13	7.340006423842138e-13	6.960457058814706e-13	7.697888550553533e-13	7.338435414894207e-13	7.293314173081877e-13	7.258119886360825e-13	7.072324496870674e-13
24.21875	8.035035310716143e-13	6.998205725854134e-13	7.605927064384399e-13	7.808677207447878e-13	7.852766830893088e-13	7.259350997927683e-13	8.532956242632284e-13	8.378714931069065e-13	7.197906008206412e-13	6.563397828701634e-13	7.260404300338252e-13	7.156757283154069e-13	6.672527656272076e-13	6.477636894756944e-13	7.186359797170527e-13	6.960464106128827e-13	7.674527788444074e-13	7.440005642816994e-13	7.248552344289727e-13	6.890177447690937e-13	6.912854078229558e-13
24.25	7.993594935279402e-13	7.258832207188148e-13	7.576177640973569e-13	7.640712606886424e-13	7.674595551079855e-13	7.60941711117763e-13	8.50631956365866e-13	8.227442707155197e-13	6.948369830894752e-13	6.511468339347182e-13	7.534430978423101e-13	7.04095690171741e-13	6.693174118242717e-13	6.58997650285903e-13	6.899916835806374e-13	6.902088492757863e-13	7.593265751414113e-13	7.420609808052314e-13	7.168195073972705e-13	6.675539569907241e-13	6.93155548150276e-13
24.28125	7.853700328963598e-13	7.457560502292793e-13	7.494086731382743e-13	7.271472920317157e-13	7.533757146772901e-13	7.93282974032028e-13	8.216449981328366e-13	8.248137416122514e-13	6.609131644741417e-13	6.773383394963195e-13	7.732728845265269e-13	6.964967339852246e-13	6.940555985837649e-13	6.630463864586156e-13	6.655642291637787e-13	6.794837587552338e-13	7.520826409562753e-13	7.442672238060222e-13	7.212697236344545e-13	6.630845503750871e-13	7.10138924660958e-13
24.3125	7.621856162702556e-13	7.410951735099813e-13	7.295832232627475e-13	6.988308044221514e-13	7.554169421074286e-13	8.013783863933255e-13	7.841299766615795e-13	8.266706546730673e-13	6.312426167713603e-13	7.194901141885368e-13	7.732294080194102e-13	6.974662275678611e-13	7.223448185086911e-13	6.614705528110165e-13	6.586444172181072e-13	6.730117765169075e-13	7.489652886598364e-13	7.593692927070073e-13	7.345532602315297e-13	6.659186548539642e-13	7.218195225561219e-13
24.34375	7.37932718403167e-13	7.272791852259985e-13	7.134693226842903e-13	6.895401675859059e-13	7.613046477950025e-13	7.702769628734063e-13	7.530438403922923e-13	8.014337891243395e-13	6.208627904326358e-13	7.482017392798634e-13	7.554497934332549e-13	6.98693652847332e-13	7.367924087682554e-13	6.590238879784771e-13	6.671561090035305e-13	6.72485071101514e-13	7.429287220139802e-13	7.703851662502204e-13	7.416888826196344e-13	6.632048426061243e-13	7.155730543696726e-13
24.375	7.269421067705728e-13	7.298612669098814e-13	7.166586117948737e-13	6.897810773086321e-13	7.518017241733843e-13	7.239854874462048e-13	7.286296132419379e-13	7.571288431276746e-13	6.288512462496176e-13	7.566221412423635e-13	7.338547087717973e-13	6.930128671443769e-13	7.373372203599293e-13	6.630647636854392e-13	6.748743816391289e-13	6.721795971394162e-13	7.241669286797703e-13	7.617405512784503e-13	7.38994043909813e-13	6.583045740471416e-13	7.003031509723867e-13
24.40625	7.320825261107611e-13	7.498112374049182e-13	7.349753401372783e-13	6.947552884557784e-13	7.328538275362673e-13	7.058262936794624e-13	7.058993146957793e-13	7.22605840181717e-13	6.460213223744016e-13	7.57163266546651e-13	7.23056434604602e-13	6.797740538869168e-13	7.32667886863686e-13	6.801063618527836e-13	6.704375552987751e-13	6.733637085420963e-13	6.923750310063037e-13	7.465702860608159e-13	7.318329969807635e-13	6.72950952775031e-13	6.9052039477005e-13
24.4375	7.392760991049852e-13	7.676289074873277e-13	7.535900614467905e-13	7.051429752602534e-13	7.253634541973253e-13	7.239825058902305e-13	6.829064765935533e-13	7.077400189341165e-13	6.741300768477176e-13	7.573010144326653e-13	7.288423337081795e-13	6.628845692843721e-13	7.254642307892578e-13	7.031614331597102e-13	6.618159796231704e-13	6.797091101767849e-13	6.612412440515358e-13	7.454690619142224e-13	7.252250557900075e-13	7.160157341166984e-13	6.876199913283254e-13
