Mass	Ion Current
24.78125	4.740993838833751e-13
24.8125	4.992144935281329e-13
24.84375	5.193835812822289e-13
24.875	5.336333046453146e-13
24.90625	5.512182507314001e-13
24.9375	5.720497860128848e-13
24.96875	5.819092495189249e-13
25.0	5.730780975633787e-13
25.03125	5.551174212144183e-13
25.0625	5.414538175457784e-13
25.09375	5.335455384794519e-13
25.125	5.230970279331004e-13
25.15625	5.085290370222817e-13
25.1875	4.99519913280122e-13
25.21875	5.000552923128954e-13
25.25	5.023835622681994e-13
25.28125	5.006351778448492e-13
25.3125	4.92892781710913e-13
25.34375	4.747244806459217e-13
25.375	4.4579715353237903e-13
25.40625	4.160158545776782e-13
25.4375	3.9503066074329796e-13
25.46875	3.8183228822687154e-13
25.5	3.725268520309716e-13
25.53125	3.7176175766290287e-13
25.5625	3.8759514803428374e-13
25.59375	4.183450732098831e-13
25.625	4.572452442716535e-13
25.65625	5.084199662837297e-13
25.6875	5.798457417341418e-13
25.71875	6.633166780602162e-13
25.75	7.392631970991326e-13
25.78125	7.990144461865467e-13
25.8125	8.469247980875949e-13
25.84375	8.833292712735752e-13
25.875	9.030357299606717e-13
25.90625	9.080330346140919e-13
25.9375	9.078617306708392e-13
25.96875	9.123477797898238e-13
26.0	9.286648056452962e-13
26.03125	9.552880405119812e-13
26.0625	9.772672037930419e-13
26.09375	9.790367301587555e-13
26.125	9.62890249305015e-13
26.15625	9.460016320642084e-13
26.1875	9.41805986497124e-13
26.21875	9.525649583355666e-13
26.25	9.706323201782996e-13
26.28125	9.777071730346365e-13
26.3125	9.558912906007522e-13
26.34375	9.031657258011527e-13
26.375	8.281234855841979e-13
26.40625	7.377673775718629e-13
26.4375	6.4210849094401e-13
26.46875	5.618083038713695e-13
26.5	5.163443999624262e-13
26.53125	5.069613891010849e-13
26.5625	5.226683886042083e-13
26.59375	5.559047146219687e-13
26.625	6.019187969233397e-13
26.65625	6.552055989775263e-13
26.6875	7.166845784369047e-13
26.71875	7.918227163360159e-13
26.75	8.770441512796767e-13
26.78125	9.60385525446139e-13
26.8125	1.0354382282140584e-12
26.84375	1.1072134962347713e-12
26.875	1.1859116119672386e-12
26.90625	1.2740213614984008e-12
26.9375	1.3593424346217131e-12
26.96875	1.4287522987627144e-12
27.0	1.489956378761259e-12
27.03125	1.5721171109719934e-12
27.0625	1.6931963643662673e-12
27.09375	1.82788094556241e-12
27.125	1.934915986115393e-12
27.15625	2.009928464982713e-12
27.1875	2.0810868219672818e-12
27.21875	2.174852962652518e-12
27.25	2.3075291677443488e-12
27.28125	2.4853955699066788e-12
27.3125	2.709495171629439e-12
27.34375	2.9956174259909707e-12
27.375	3.374807594838658e-12
27.40625	3.888322823442092e-12
27.4375	4.67417641050738e-12
27.46875	6.255345200156803e-12
27.5	1.0187894798618924e-11
27.53125	1.9918105359506555e-11
27.5625	4.066949901848638e-11
27.59375	7.730255324744917e-11
27.625	1.3177040014689112e-10
27.65625	2.0278759227387866e-10
27.6875	2.8723506906302987e-10
27.71875	3.8136813151901094e-10
27.75	4.814415532905514e-10
27.78125	5.838124428336755e-10
27.8125	6.848319134000747e-10
27.84375	7.81414766226618e-10
27.875	8.713922916570027e-10
27.90625	9.51670187099296e-10
27.9375	1.0172015452170058e-09
27.96875	1.0652831949897745e-09
28.0	1.0989048560006154e-09
28.03125	1.1220125939459535e-09
28.0625	1.1340109962176825e-09
28.09375	1.130986859720906e-09
