Mass	Ion Current
8.0	4.1996823228231117e-13
8.03125	4.283383272640079e-13
8.0625	4.455822375567381e-13
8.09375	4.603275226278125e-13
8.125	4.731689757890567e-13
8.15625	4.899332350406793e-13
8.1875	5.032848595341866e-13
8.21875	5.045366793625383e-13
8.25	5.013965046103686e-13
8.28125	5.02093755027494e-13
8.3125	4.990142413868748e-13
8.34375	4.845757042154508e-13
8.375	4.647528022150293e-13
8.40625	4.486869588978676e-13
8.4375	4.412179714467779e-13
8.46875	4.4339561861526933e-13
8.5	4.470347161021626e-13
8.53125	4.388801334073017e-13
8.5625	4.2144201540042503e-13
8.59375	4.154003801094125e-13
8.625	4.3010777231455855e-13
8.65625	4.4820158869030013e-13
8.6875	4.531381238119525e-13
8.71875	4.52684358097713e-13
8.75	4.608706537061191e-13
8.78125	4.755969923442294e-13
8.8125	4.843169593669872e-13
8.84375	4.792392611224772e-13
8.875	4.632181682499847e-13
8.90625	4.4818375356456275e-13
8.9375	4.44162447706814e-13
8.96875	4.4756692384358143e-13
9.0	4.5269341118585327e-13
9.03125	4.667724540219353e-13
9.0625	4.922053975335572e-13
9.09375	5.09406373420257e-13
9.125	5.019718907033066e-13
9.15625	4.826318923505102e-13
9.1875	4.724956320298346e-13
9.21875	4.70520215671566e-13
9.25	4.628593515410007e-13
9.28125	4.4812347192377255e-13
9.3125	4.365386361854934e-13
9.34375	4.350426811329522e-13
9.375	4.4328088292036605e-13
9.40625	4.55552750470295e-13
9.4375	4.633431767604723e-13
9.46875	4.624792844694359e-13
9.5	4.582589733029274e-13
9.53125	4.590998262977986e-13
9.5625	4.649752805008234e-13
9.59375	4.702635850173387e-13
9.625	4.762457247141361e-13
9.65625	4.856342107964484e-13
9.6875	4.900858364964567e-13
9.71875	4.810582813173647e-13
9.75	4.665093181546731e-13
9.78125	4.614955878383398e-13
9.8125	4.694252256874643e-13
9.84375	4.825989868145752e-13
9.875	4.940222493240998e-13
9.90625	5.030038343310783e-13
9.9375	5.09928958867395e-13
9.96875	5.105669034256854e-13
10.0	5.037179983020945e-13
10.03125	4.948903157935003e-13
10.0625	4.839394401705277e-13
10.09375	4.657378540988411e-13
10.125	4.456708981893931e-13
10.15625	4.351692888416442e-13
10.1875	4.3574733122990483e-13
10.21875	4.423355399411216e-13
10.25	4.503578499709393e-13
10.28125	4.5271371287153306e-13
10.3125	4.4589901432648404e-13
10.34375	4.389544554662256e-13
10.375	4.4388266933620413e-13
10.40625	4.598570330950624e-13
10.4375	4.729714341532298e-13
10.46875	4.726904089501216e-13
10.5	4.645033815052491e-13
10.53125	4.605581866400088e-13
10.5625	4.634537111719572e-13
10.59375	4.661003570952116e-13
10.625	4.626424568963949e-13
10.65625	4.5447939031953433e-13
10.6875	4.490970583696102e-13
10.71875	4.543380103562422e-13
10.75	4.711793021722199e-13
10.78125	4.936304728690721e-13
10.8125	5.127883794669996e-13
10.84375	5.189102186137218e-13
10.875	5.078446886110088e-13
10.90625	4.882241529460818e-13
10.9375	4.759669221254814e-13
10.96875	4.785223866460298e-13
11.0	4.888817757738029e-13
11.03125	4.963844548074026e-13
11.0625	4.959517497203636e-13
11.09375	4.889391300687274e-13
11.125	4.839182440180556e-13
11.15625	4.901696453243898e-13
11.1875	5.058701396144782e-13
11.21875	5.210679435672938e-13
11.25	5.330314640193679e-13
11.28125	5.516899870966485e-13
11.3125	5.873079258165992e-13
11.34375	6.37693619697649e-13
11.375	6.981773557727944e-13
11.40625	7.788701866622005e-13
11.4375	8.998263288997888e-13
11.46875	1.1045003887183436e-12
11.5	1.54394086491344e-12
11.53125	2.565582078381534e-12
11.5625	4.655862934771493e-12
11.59375	8.184144334455468e-12
11.625	1.3127133928481083e-11
11.65625	1.9036421744500487e-11
11.6875	2.5284581720019794e-11
11.71875	3.1392506649741136e-11
11.75	3.7197835089930464e-11
11.78125	4.2717367837452613e-11
11.8125	4.788261454002907e-11
11.84375	5.251349008417172e-11
11.875	5.6513703439176055e-11
11.90625	5.992617513328469e-11
11.9375	6.280030662164648e-11
11.96875	6.518303952152138e-11
12.0	6.71451089173658e-11
12.03125	6.85550088919129e-11
12.0625	6.897551974027749e-11
12.09375	6.807068797520799e-11
12.125	6.606053204460949e-11
12.15625	6.362531335124544e-11
12.1875	6.135993796396733e-11
12.21875	5.928679075450916e-11
12.25	5.684014023343842e-11
12.28125	5.3328407662034394e-11
12.3125	4.827658411921121e-11
12.34375	4.13186394820908e-11
12.375	3.2376431396974326e-11
12.40625	2.241368722566417e-11
12.4375	1.3447456689852366e-11
12.46875	7.185299230605402e-12
12.5	3.931472335183539e-12
12.53125	3.0365042077984405e-12
12.5625	3.91216356185331e-12
12.59375	6.3619109980095345e-12
12.625	1.0302592112765296e-11
12.65625	1.548485298319413e-11
12.6875	2.1450376197496013e-11
12.71875	2.7665127133591483e-11
12.75	3.370534060187502e-11
12.78125	3.936706516327604e-11
12.8125	4.461835068081399e-11
12.84375	4.942456860446143e-11
12.875	5.368002917172099e-11
12.90625	5.734825114789288e-11
12.9375	6.051393414141515e-11
12.96875	6.32388169607978e-11
13.0	6.546699987675098e-11
13.03125	6.70490191145845e-11
13.0625	6.779847516735771e-11
13.09375	6.754819620313768e-11
13.125	6.625534842985559e-11
13.15625	6.419458714601589e-11
